iter	RMSE
399	8086.771542
400	8084.279883
401	8080.615138
402	8078.315045
403	8075.399021
404	8071.86893
405	8070.634919
406	8068.495837
407	8067.046829
408	8064.989556
409	8063.267343
410	8061.099866
411	8058.480164
412	8056.928425
413	8054.49502
414	8052.022037
415	8050.390775
416	8049.542295
417	8044.422198
418	8042.924445
419	8040.16287
420	8037.696901
421	8034.499624
422	8032.935986
423	8030.556963
424	8028.850973
425	8025.408189
426	8021.98046
427	8019.884459
428	8017.553302
429	8014.910899
430	8012.101938
431	8009.865048
432	8007.567771
433	8004.336595
434	8002.350097
435	7998.639801
436	7996.774699
437	7995.232725
438	7993.20326
439	7990.451364
440	7988.888036
441	7986.488336
442	7984.949021
443	7982.030246
444	7980.348199
445	7978.6548
446	7976.566104
447	7974.677765
448	7972.392602
449	7968.240401
450	7966.536317
451	7964.896357
452	7962.548369
453	7959.61908
454	7958.019222
455	7956.872136
456	7954.604059
457	7952.164307
458	7950.956761
459	7948.656686
460	7947.681509
461	7945.947315
462	7944.669312
463	7942.725081
464	7941.170487
465	7939.548656
466	7937.509419
467	7934.788801
468	7932.516717
469	7930.774883
470	7928.567965
471	7926.498139
472	7924.147064
473	7922.508596
474	7920.082299
475	7917.694616
476	7915.516052
477	7914.315409
478	7912.403275
479	7910.505473
480	7909.431027
481	7907.952097
482	7905.737045
483	7904.063134
484	7900.773172
485	7898.082627
486	7896.385412
487	7893.466759
488	7891.510457
489	7890.208948
490	7888.07903
491	7886.737876
492	7884.656275
493	7882.974953
494	7880.293949
495	7876.819934
496	7874.939685
497	7873.736145
498	7872.528656
499	7871.102271
500	7868.622218
501	7867.429984
502	7865.671002
503	7862.100174
504	7860.669032
505	7858.776683
506	7857.58715
507	7856.397294
508	7854.937654
509	7853.3969
510	7852.328909
511	7850.93067
512	7847.760969
513	7845.944681
514	7844.695641
515	7843.513751
516	7841.309522
517	7839.977879
518	7838.337507
519	7837.305194
520	7836.295433
521	7835.538612
522	7833.918323
523	7832.226682
524	7830.261809
525	7829.089484
526	7827.728429
527	7826.144666
528	7824.533101
529	7823.263705
530	7821.51809
531	7820.024921
532	7818.344819
533	7816.518548
534	7814.561437
535	7812.604989
536	7811.494461
537	7810.068084
538	7807.716331
539	7806.312525
540	7804.297179
541	7802.642982
542	7800.855533
543	7799.675649
544	7796.816855
545	7795.17394
546	7793.534141
547	7791.028706
548	7789.065181
549	7787.780111
550	7785.568572
551	7783.105323
552	7781.662945
553	7780.885837
554	7778.26434
555	7776.739957
556	7775.551943
557	7774.879079
558	7772.836523
559	7771.66881
560	7770.006412
561	7768.246439
562	7766.776727
563	7765.786551
564	7764.947354
565	7764.166076
566	7762.841587
567	7761.102036
568	7759.381621
569	7756.71372
570	7755.744259
571	7754.520335
572	7753.736062
573	7752.510002
574	7751.409192
575	7750.381464
576	7748.663178
577	7746.578629
578	7744.764171
579	7743.10548
580	7741.918039
581	7740.64038
582	7738.903231
583	7737.468662
584	7735.887987
585	7734.436566
586	7733.018918
587	7731.745657
588	7730.813504
589	7729.375406
590	7727.792601
591	7726.468423
592	7725.100297
593	7723.424825
594	7722.550327
595	7721.826849
596	7720.293251
597	7717.8137
598	7716.327515
599	7714.507221
600	7713.525877
601	7712.483691
602	7710.88403
603	7709.562702
604	7707.97486
605	7706.417276
606	7705.209208
607	7704.202904
608	7701.800876
609	7700.556829
610	7699.396789
611	7698.030363
612	7696.914312
613	7695.576625
614	7694.434846
615	7693.685629
616	7692.418235
617	7690.772315
618	7688.850167
619	7687.686959
620	7686.738048
621	7684.956948
622	7683.266189
623	7681.604193
624	7680.786883
625	7678.837728
626	7677.514336
627	7676.647031
628	7674.973372
629	7673.40532
630	7672.584552
631	7671.231171
632	7669.643709
633	7667.418096
634	7666.280924
635	7664.742868
636	7663.254189
637	7662.03484
638	7660.692728
639	7659.295658
640	7658.128873
641	7656.883945
642	7655.901297
643	7654.3155
644	7652.737464
645	7651.61771
646	7650.513345
647	7648.927437
648	7647.179498
649	7645.914237
650	7644.990418
651	7643.756948
652	7641.665646
653	7640.009764
654	7638.840824
655	7637.013011
656	7636.055948
657	7634.352231
658	7633.242431
659	7632.170101
660	7630.732939
661	7629.936767
662	7629.086113
663	7628.38906
664	7627.32075
665	7626.117059
666	7624.663317
667	7623.888649
668	7622.649697
669	7621.538644
670	7620.44044
671	7619.249651
672	7617.857933
673	7616.108013
674	7614.870194
675	7614.110873
676	7613.37014
677	7612.271229
678	7611.610065
679	7610.703666
680	7609.279234
681	7607.942396
682	7606.876732
683	7605.863893
684	7604.582728
685	7603.378645
686	7602.420059
687	7600.660549
688	7599.479688
689	7598.251556
690	7597.056818
691	7595.57542
692	7594.176026
693	7593.193252
694	7592.427027
695	7591.074139
696	7589.917126
697	7588.986695
698	7588.008519
699	7586.447
700	7585.69576
701	7584.623883
702	7583.55808
703	7582.316767
704	7581.310404
705	7580.691899
706	7579.398845
707	7578.441256
708	7577.503187
709	7576.15206
710	7575.063311
711	7573.87237
712	7573.171749
713	7572.598314
714	7571.570513
715	7570.853856
716	7569.844868
717	7568.885269
718	7567.938529
719	7567.380654
720	7566.26766
721	7565.590427
722	7564.712223
723	7563.226329
724	7561.594415
725	7560.909546
726	7560.135467
727	7559.846064
728	7558.211952
729	7557.172982
730	7556.455926
731	7555.297005
732	7554.1658
733	7553.169557
734	7552.109893
735	7550.883091
736	7550.258728
737	7549.194107
738	7548.126702
739	7546.509437
740	7544.986795
741	7543.995808
742	7542.975326
743	7541.637513
744	7540.752897
745	7539.664385
746	7538.659994
747	7538.375441
748	7537.57044
749	7536.910503
750	7535.958796
751	7535.198699
752	7534.429251
753	7533.374252
754	7532.525951
755	7531.57583
756	7530.980954
757	7530.236692
758	7529.732252
759	7528.466347
760	7527.197909
761	7526.283329
762	7525.297361
763	7524.121312
764	7522.100585
765	7520.750641
766	7520.03491
767	7518.647188
768	7517.562696
769	7515.482353
770	7514.971444
771	7514.096351
772	7513.167498
773	7512.36302
774	7511.40581
775	7510.240016
776	7509.289289
777	7508.4609
778	7507.245587
779	7506.414929
780	7505.63411
781	7504.853921
782	7503.574526
783	7502.111286
784	7501.32911
785	7500.248108
786	7498.188791
787	7497.374879
788	7496.018567
789	7494.830965
790	7494.065981
791	7493.196104
792	7492.04767
793	7490.784754
794	7490.083377
795	7488.545951
796	7487.813307
797	7487.103096
798	7486.059964
799	7485.243988
800	7484.556617
801	7484.209572
802	7483.403493
803	7482.506612
804	7481.476807
805	7480.694775
806	7479.8303
807	7479.094507
808	7478.212009
809	7476.986522
810	7476.256058
811	7474.610579
812	7473.456441
813	7472.653112
814	7471.409826
815	7470.439671
816	7469.304618
817	7468.195162
818	7466.650478
819	7464.734801
820	7463.505615
821	7462.800269
822	7461.966562
823	7460.875144
824	7460.051607
825	7459.167361
826	7458.762381
827	7457.949774
828	7456.813021
829	7455.461156
830	7454.740158
831	7454.043693
832	7453.452899
833	7452.662785
834	7451.918717
835	7451.118518
836	7450.589968
837	7449.742398
838	7448.52916
839	7447.84926
840	7447.068587
841	7446.612785
842	7445.567334
843	7443.978187
844	7443.119572
845	7442.158676
846	7441.401554
847	7440.519406
848	7439.669525
849	7439.013805
850	7438.274227
851	7437.33757
852	7436.340606
853	7435.553165
854	7434.724569
855	7433.822893
856	7432.873292
857	7432.157546
858	7431.515501
859	7430.641611
860	7429.111818
861	7428.336643
862	7427.381007
863	7426.198147
864	7425.129616
865	7424.372355
866	7423.525296
867	7422.588951
868	7422.108001
869	7421.434859
870	7421.138186
871	7420.34672
872	7419.835242
873	7419.379021
874	7418.432991
875	7417.71029
876	7417.033542
877	7416.081633
878	7415.412121
879	7414.632909
880	7413.411677
881	7411.846539
882	7411.375224
883	7410.63882
884	7409.48614
885	7408.589385
886	7408.008586
887	7407.18606
888	7405.867169
889	7405.160948
890	7404.566951
891	7403.728364
892	7403.043244
893	7402.226191
894	7401.174817
895	7399.956126
896	7399.129461
897	7398.500879
898	7397.913723
899	7397.108667
900	7396.184867
901	7395.448645
902	7394.685223
903	7393.922475
904	7393.263778
905	7392.460171
906	7391.689708
907	7390.422488
908	7389.628431
909	7387.726108
910	7386.980285
911	7385.756782
912	7384.459539
913	7383.56788
914	7382.93754
915	7382.139637
916	7381.598851
917	7380.641706
918	7379.835387
919	7378.91804
920	7377.86287
921	7377.295049
922	7376.548567
923	7376.155416
924	7375.483148
925	7374.841145
926	7374.147763
927	7373.341094
928	7371.99908
929	7370.898198
930	7370.380859
931	7368.906114
932	7368.312967
933	7367.682438
934	7366.899898
935	7366.294528
936	7364.430199
937	7363.902981
938	7363.383267
939	7362.922522
940	7362.338731
941	7361.623462
942	7360.814891
943	7359.563908
944	7359.036616
945	7358.546639
946	7357.884461
947	7357.435252
948	7356.864349
949	7356.075147
950	7355.086695
951	7354.520501
952	7353.462846
953	7352.978448
954	7352.436733
955	7351.859345
956	7351.025309
957	7350.375538
958	7348.936291
959	7347.958245
960	7347.163602
961	7346.363511
962	7345.34571
963	7345.017075
964	7343.974817
965	7342.964091
966	7342.252549
967	7341.086636
968	7340.215459
969	7339.581152
970	7338.914243
971	7337.901583
972	7336.95605
973	7336.46326
974	7335.511467
975	7334.112838
976	7333.472817
977	7331.895623
978	7331.266835
979	7330.690788
980	7330.035246
981	7329.346661
982	7328.386056
983	7327.605085
984	7327.170543
985	7326.472042
986	7325.88631
987	7324.446217
988	7323.120803
989	7322.67754
990	7322.057659
991	7321.377556
992	7320.692404
993	7320.051103
994	7319.115074
995	7318.032122
996	7317.558559
997	7316.950169
998	7316.363959
999	7315.463115
